Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
78,0.9633732928949243,0.9997005462646484,506.1225713951311,320.3942825374532,0.9999961256980896,542.3111979166667,297.53924537687266,0.9999233484268188,477.73905664794006,296.7025105337079,0.9996765851974487,593.0335615636704,341.18950433052436,0.9988396763801575,425.1785609784645,341.10516151685397,0.9646605253219604,715.4694815074906,575.8211171582398,0.9792411923408508,358.41657888576776,554.1753350304307,0.9419201612472534,746.3445107677903,847.9127165262173,0.9906121492385864,262.4859550561798,815.5389015683521,0.9831637144088745,753.7811622191011,1132.2229049625469,0.9938253164291382,278.0420470505618,621.5380676498128,0.8988329172134399,605.5379506086142,1131.2403441011236,0.9548273086547852,397.32019545880155,1091.0095534878278,0.8836618661880493,593.9164911048689,1547.4315308988764,0.9138867855072021,378.0750380383895,1515.2277914325844,0.9025197625160217,602.1068878745318,1810.4304190074906,0.9720579981803894,410.2547840589888,1765.683520599251
79,0.9593310776878806,0.999707043170929,504.4537833567416,321.20570722144197,0.9999958872795105,540.2380325374533,298.2433944873596,0.9999436140060425,477.42999473314615,297.9883544007491,0.9996744394302368,592.7287423923221,341.7035712195693,0.999057412147522,425.68403265449444,342.9125336493446,0.9666926860809326,713.6319346910113,574.9582674976592,0.9916433095932007,367.1731624531835,563.4974836142322,0.9456659555435181,744.6133251404494,846.3518258426967,0.9923883080482483,263.6421757958801,822.8585118211611,0.9808652400970459,756.0921406835207,1134.310700491573,0.9958745241165161,300.25054131554305,683.6571716994382,0.878327488899231,599.3319873595506,1135.4653850655432,0.9504892230033875,391.9432496488764,1098.106712312734,0.8813761472702026,591.0617831226592,1543.9734023876406,0.904644787311554,377.99705933988764,1508.6036985018727,0.8627985119819641,596.9520277387641,1800.3265449438202,0.9594837427139282,413.85994557584274,1780.2700725655432
80,0.9634280450203839,0.9997100830078125,501.9658532303371,322.6761104283708,0.9999957084655762,537.9519984784645,298.6767212371255,0.9999550580978394,475.88322214419475,299.08876111891385,0.9996495842933655,591.3823297050562,341.106953710206,0.9989984035491943,424.8075403792135,344.1947199789326,0.9656437635421753,712.5588132022472,576.1094042602997,0.9797928333282471,374.16483789794006,568.9006173923221,0.9650391340255737,742.3000790028091,852.5107531601124,0.9931479692459106,253.0321716994382,830.6394838483146,0.9855941534042358,743.4702715355807,1125.2002136001872,0.9901599287986755,281.26777563202245,737.8326896067416,0.8949058055877686,605.1231127106741,1125.231961025281,0.9638886451721191,395.158517673221,1101.8338892790262,0.864891529083252,582.5055594569288,1545.1803897471912,0.9106300473213196,374.14077130149815,1509.977030664794,0.8970916271209717,598.2381642088015,1804.447419241573,0.9691824913024902,413.51994089419475,1782.0021360018727
81,0.9676244819865507,0.9997458457946777,503.50933403558054,321.06412394662925,0.9999958872795105,538.5419592696629,296.21841716409176,0.9999593496322632,475.90780079588023,298.9053721910112,0.9996627569198608,591.8376199672285,340.31473109784645,0.9988671541213989,426.3150310159176,345.9329646535581,0.9708672165870667,713.7094744850187,576.559610545412,0.9942972660064697,348.9232209737828,570.9285024578652,0.9572678804397583,744.0098314606741,854.3812909644195,0.9921513199806213,262.37813085205994,829.7274403089888,0.9839004874229431,741.5070517322097,1124.7131027621724,0.9980121850967407,286.7190426029963,748.9650632022472,0.8987632989883423,601.7214565777153,1127.6154318820224,0.9623183012008667,399.07025397940083,1095.7737886235955,0.8755086660385132,585.5153470271536,1547.454061329588,0.9038437008857727,376.59015098314615,1496.3761118913858,0.9335264563560486,597.6376697097379,1802.744762406367,0.9809284210205078,408.9824730805244,1770.338980571161
82,0.9641212260021883,0.9997618794441223,503.63866455992513,319.08554248595505,0.9999951124191284,538.5778031367041,294.4876521535581,0.9999558925628662,475.2350333567416,298.12315294358615,0.9996727705001831,600.0239202949439,345.0910726825843,0.9990678429603577,425.62734082397003,345.2795455875468,0.9717282056808472,713.8072770365168,577.1746986189139,0.9973134994506836,347.890551849251,571.067818059457,0.967345654964447,742.4707397003747,857.3595505617977,0.9826382398605347,272.1948882256554,820.7075140449439,0.9848023653030396,748.1826427902622,1133.5713658707866,0.999220609664917,295.5241251170412,769.2117275280899,0.8916263580322266,599.7050561797753,1124.8589653558054,0.9647893905639648,400.4409527153558,1092.5702978698503,0.8826230764389038,586.7643960674158,1547.0581694756554,0.9011567831039429,377.5656162219101,1501.5098314606741,0.8821607828140259,597.1131056882023,1805.1950198970037,0.9662023782730103,414.97703066479403,1773.9368270131088
83,0.96199149945203,0.9997872114181519,501.8878013810862,319.1275310159176,0.9999938011169434,535.8285053838952,294.1231785463483,0.9999415874481201,472.74995610955057,296.43605893024346,0.9996700286865234,598.1193673923221,344.0202188670412,0.9990930557250977,422.42202130149815,344.39559193586143,0.9695127606391907,711.9634392556179,577.1359652972847,0.9970167875289917,341.13778675093636,568.9524812734082,0.9462628364562988,740.8514747191011,850.2982356039327,0.9838666319847107,277.34396945224717,826.0106507490636,0.9923619031906128,744.3766093164795,1125.2038711376406,0.9989206790924072,298.24591818820227,763.8910346441947,0.895591139793396,598.2098548689139,1125.4495113529963,0.9648373126983643,402.9386118913858,1099.8473343867042,0.8682996034622192,582.4902709503746,1547.3204880617977,0.9080715179443359,372.65734726123594,1504.373975889513,0.8642754554748535,595.967345505618,1801.981800093633,0.966353178024292,410.3233263108615,1768.8939606741574
84,0.9620500171885771,0.9998093247413635,503.5838746488764,317.9199950257491,0.9999937415122986,537.3831051029963,293.1240856156367,0.9999393820762634,473.95438319288394,295.8893850948034,0.9996788501739502,597.4262640449439,344.3678678019663,0.9992544054985046,422.91791022940083,342.5442562031835,0.9650955200195312,711.9767526919477,577.7374107560862,0.9978584051132202,346.5020043305244,568.008361130618,0.9517958164215088,740.7020277387642,848.9168568586142,0.9849345684051514,282.19210849719104,830.2149900514981,0.9924428462982178,741.7494733146068,1131.0688787453184,0.9992516040802002,303.1006408005618,772.9656776685393,0.8768181800842285,595.7898817883895,1121.5645482209738,0.9679074287414551,403.986642673221,1093.9873010299625,0.8605719804763794,585.9396213717229,1543.5830699906367,0.9120702743530273,375.8214829119851,1510.1525924625469,0.8697590827941895,601.0185510299626,1807.9428546348315,0.9776688814163208,406.7891210205993,1764.2006086142324
85,0.9672558798509485,0.9998431205749512,506.73967111423224,317.5072784995318,0.9999951124191284,540.6902504681648,293.3946336610487,0.9999337792396545,476.9911633895132,296.3329346617509,0.9996505379676819,601.4750117041199,344.08623741807116,0.9989396333694458,426.9204997659176,342.66089507256555,0.9757548570632935,716.0187704822097,577.1332221441947,0.9966301918029785,353.81393375468167,566.3178473197565,0.9617704153060913,743.733906835206,853.8736979166667,0.9814388751983643,286.66476474719104,827.6800239934457,0.990532636642456,740.2949438202247,1131.4276100187267,0.9992175102233887,310.59859257958806,770.9700520833334,0.8527151346206665,599.4166227762173,1122.619601474719,0.9483866691589355,407.34579822097385,1106.1506612827716,0.9168922901153564,600.0889513108615,1537.9710908239701,0.9378679990768433,377.7385445926967,1511.5047109082398,0.9139102697372437,592.4456489934457,1802.0439782303372,0.969870924949646,411.02857268258435,1761.5028089887642
86,0.9712617993354797,0.9998378753662109,509.4643170646068,317.7570883075843,0.9999954700469971,542.8437353698503,293.05119089419475,0.9999186992645264,478.79886470037457,296.42742714185397,0.9996517300605774,603.8663096910112,343.7020862593633,0.9986320734024048,428.947580173221,344.2688582631086,0.9744038581848145,721.5992216760301,576.4404845505618,0.9964348673820496,353.51642965823976,565.8708230922285,0.9511501789093018,744.5439782303372,855.3746781367041,0.9868777990341187,284.35590765449444,829.5485867275281,0.9917450547218323,740.2402270599252,1130.594057233146,0.9993213415145874,319.3491046348315,767.4821512172285,0.8839627504348755,603.8971793071162,1127.6921670177903,0.9505615234375,407.09511060393265,1103.776334269663,0.9190796613693237,605.9878277153559,1535.1337195692884,0.9416970014572144,381.90243153089887,1521.795704588015,0.959959864616394,610.5640654260301,1806.4764747191011,0.9582208395004272,410.61870903558054,1757.9548513576779
87,0.9688828166793374,0.9998584389686584,506.7373302902622,317.8363837195693,0.9999942779541016,540.404304190075,293.19359711493445,0.9999425411224365,475.7323121488764,296.5063933754682,0.9996471405029297,600.7518433988764,342.77885065543074,0.9991999864578247,424.79590941011236,342.76915818117976,0.977470874786377,714.9491602294008,577.0798952481274,0.997267484664917,346.38620669475654,569.5481843984082,0.9588291645050049,740.0824408941949,856.6306764981274,0.9965196847915649,268.19873595505624,826.3218340355805,0.9935088753700256,735.2204763576779,1128.5769984784645,0.9985782504081726,320.22391444288394,756.7456694756554,0.8921478986740112,606.7842930711611,1128.7794797518727,0.9446896314620972,405.59573970037457,1110.0776129447565,0.9194623827934265,601.7127516385768,1543.7227879213483,0.9387097954750061,379.3317679073034,1513.5931647940076,0.8832988739013672,597.1681882022473,1800.8794183052435,0.9718825817108154,411.9326427902622,1763.3330407303372
