Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
23,0.8598088481846977,0.9997149705886841,515.6718896301498,527.6810115285581,0.9999861717224121,554.1260680009364,502.14368270131087,0.9998130798339844,483.2021008895132,500.7733862944757,0.9995870590209961,601.5055887172285,560.824299215824,0.9975387454032898,428.23662804307116,561.0986876755618,0.9823788404464722,705.7386762640449,770.376799508427,0.9727362394332886,333.5460557116105,773.6859199438203,0.9956326484680176,745.7911253511236,1040.7184135065543,0.9970127940177917,245.19772647471916,1007.0367363061798,0.9426959156990051,728.4870230571162,1328.6917720037454,0.9961644411087036,419.6692854634832,741.8674654728464,0.8570234179496765,625.5309281367042,1398.179131554307,0.8160265684127808,406.4484579822098,1377.7924566947565,0.9782917499542236,605.2417632256554,1745.260709269663,0.9625300168991089,436.9515888342697,1746.2652153558054,0.046311259269714355,640.7170236423221,2003.3920002340824,0.07330650091171265,441.7667368913858,1980.6816186797753
24,0.8620118656579185,0.9997172355651855,516.1280577013109,526.550320400281,0.9999880790710449,553.7461961610487,501.5535024578652,0.9998428225517273,483.46654084737827,499.4124166081461,0.999553382396698,601.6829061329588,561.9293144311798,0.9985220432281494,426.70324204119856,560.5051790730337,0.981913685798645,704.523276568352,770.6925912921348,0.9777930974960327,332.33979985955057,773.4945575842697,0.995301365852356,744.2285522003747,1041.164998829588,0.9975250959396362,247.5829529494382,1003.976328417603,0.9410108923912048,727.3444083567417,1357.9491455992509,0.9949989318847656,418.9188319288389,741.0955787687266,0.8543522357940674,626.0274754213483,1400.8222144194758,0.8537471890449524,411.9376901919476,1394.5716292134832,0.9794425964355469,605.6190747893259,1746.7030957397005,0.9716529846191406,438.2851269897004,1747.8206928838952,0.039455950260162354,642.8315923455057,2004.546026451311,0.0693841278553009,439.81822038857683,1980.2889454588017
25,0.8600921385428485,0.9997382760047913,516.2763342696629,526.3607502340824,0.9999877214431763,553.6576837546817,500.9119703885768,0.9998368620872498,483.6897237827716,498.7483906835206,0.9995933175086975,602.2758661048689,561.8433988764045,0.9984400272369385,425.3503189372659,559.1138152504682,0.9811620712280273,713.0573355571162,773.811958684457,0.9750828146934509,329.9417720037453,774.2593486657304,0.9947158098220825,742.7073092228466,1039.8208538155432,0.9974498748779297,245.6977118445693,1001.896725772472,0.9614759683609009,730.6029816245318,1358.8745025749065,0.9927644729614258,418.66631554307116,738.9088834269663,0.8493337631225586,631.4738412921349,1378.254623127341,0.8300362825393677,412.1768931413858,1399.8773993445693,0.9770219326019287,606.8409117509364,1755.6552844101125,0.963522732257843,437.3680360486892,1749.1886118913858,0.041971027851104736,640.4892322097378,2002.737886235955,0.05943340063095093,443.9826925327716,1979.2111423220974
26,0.8613661422448999,0.9997332096099854,516.8782917837079,526.5410302551498,0.9999858140945435,553.5263050093633,500.8820151568352,0.9998420476913452,484.18619791666674,499.20624122191015,0.9996618628501892,603.331724016854,561.7562397588952,0.9988259077072144,425.47460205992513,559.4793495435393,0.9844117760658264,709.3081402153559,771.7836347144195,0.9805673360824585,330.43458860018734,773.1635504447565,0.9933898448944092,741.5956372893259,1039.910463483146,0.9966681599617004,244.85091877340824,1000.2072360720974,0.9544522762298584,731.6543773408241,1331.4524812734082,0.9936164617538452,414.72670880149815,740.9300386235956,0.8454523682594299,632.1361481741574,1369.0904435861423,0.8420454859733582,414.40330933988764,1399.6067415730338,0.9809383153915405,610.5672840589889,1754.4263518258429,0.9654051065444946,437.042734667603,1749.0328007958801,0.03801259398460388,641.9849455758426,2004.3104810393259,0.0702158510684967,445.7316537921348,1980.0686154026218
27,0.8600445091724396,0.999740481376648,517.5678107443821,527.1067415730337,0.9999830722808838,554.5890390917604,500.9369879447566,0.9998102188110352,485.3130852059926,498.9179906952247,0.9996490478515625,603.3046582397004,562.2238193469101,0.9986526966094971,426.1001141151686,557.8455641385768,0.9827961921691895,712.9217872191011,773.3094130383895,0.978706955909729,331.5736189138577,772.53672167603,0.9938135147094727,741.0432028323971,1039.4087956460673,0.9971251487731934,244.0246810627341,999.0993679775281,0.9397603273391724,725.8578388342696,1334.0377750468165,0.992303729057312,415.5305623829588,737.5069493211611,0.8564802408218384,631.1768492509364,1388.2383836610488,0.836695671081543,416.4655021067416,1402.7001404494383,0.984903872013092,605.8729078885767,1747.2163213951312,0.9666311740875244,437.0974514279027,1746.7344042602997,0.03081229329109192,640.8644955524344,2006.6994382022472,0.06289201974868774,441.537189840824,1983.1036399812735
28,0.8602181848357705,0.9997183084487915,516.9946746254682,527.0883441596442,0.9999829530715942,554.9425766619851,500.88483146067415,0.9998130202293396,483.9564314138577,498.4862183988764,0.9996163845062256,602.2997863998128,562.503364934457,0.99834144115448,426.4926410346442,557.6995918188203,0.9829515814781189,712.4961961610488,773.3909029728464,0.9788644313812256,348.4058257256554,762.146023525281,0.9940617084503174,741.4725977294008,1038.794914559925,0.9959828853607178,240.07256554307116,1000.9081665496255,0.9415053129196167,727.2543597846443,1333.6537336142324,0.9940656423568726,414.8236335440075,738.6514659410112,0.8535010814666748,629.5689957865168,1391.0151860955057,0.8379580974578857,417.3449935627341,1403.8080816947565,0.9823912382125854,605.7252896769664,1745.7132198033707,0.9680126905441284,439.9832484784645,1751.5042720037454,0.04114872217178345,639.1576691245318,2002.9567532771537,0.0557936429977417,443.79857209737827,1983.631788389513
29,0.8584183682413662,0.9996755719184875,516.6729576310862,526.1834328183521,0.9999839067459106,554.4015537219101,500.22559691011236,0.9998487234115601,483.02551498127343,498.1581738647004,0.9995951056480408,601.7205056179776,562.0598153675094,0.9983947277069092,426.581958099251,558.778126463015,0.9833956956863403,710.3926732209738,773.0631144662922,0.9766412377357483,349.46614583333337,762.5980220037453,0.9933435320854187,740.8965355805244,1038.8829880617977,0.994310736656189,236.40837137172286,1002.7674391385768,0.9351199865341187,736.4783034878278,1350.869616104869,0.9954794049263,413.25959737827714,741.1620727996255,0.84882652759552,629.7146389279026,1385.2709503745318,0.8328360319137573,414.22686973314615,1399.6924742509364,0.9774640798568726,604.5343223314608,1743.9962254213483,0.9637126922607422,439.57331168071164,1751.160463483146,0.03521496057510376,642.1431706460673,2005.444756554307,0.059269338846206665,441.7622746956929,1982.6588834269664
30,0.8600804402547724,0.9996753931045532,517.3775456460675,526.3683944873595,0.999984622001648,555.097583099251,499.78241309691015,0.9998195171356201,483.3356010065544,497.25933403558054,0.9996231198310852,602.6060685861423,561.578593164794,0.9979106187820435,426.94463951310865,557.6462283473783,0.9836227893829346,711.1130617977528,773.4545441245318,0.9826096296310425,345.691640332397,765.685861423221,0.9930222034454346,739.9232648642324,1036.49688377809,0.9929665327072144,269.7248800327716,1008.0459240402622,0.9628821611404419,727.7958947799625,1337.1487301029963,0.9957882761955261,412.0479283707865,742.9173250234082,0.8452398180961609,630.4743826076779,1373.1093457397005,0.817662239074707,419.7351211376405,1408.4263810861423,0.982388973236084,605.252735838015,1746.3818176498128,0.9610686302185059,439.69371781367045,1748.6540262172284,0.032657235860824585,433.58007080992513,1980.244762406367,0.07444572448730469,440.3134509597379,1983.0138108614233
31,0.8565483724369722,0.9996446371078491,517.7282303370787,525.7398832514045,0.9999858140945435,554.5539267322098,499.7487271769663,0.9998106956481934,482.1960586376405,497.5935232326779,0.9996262788772583,600.362900866105,561.6141078534645,0.998279333114624,425.3430038623595,557.6966657888577,0.9841957092285156,709.285317181648,773.1119791666667,0.980643630027771,348.02207689606746,765.0011704119851,0.9935338497161865,740.8101445458801,1036.8388635299625,0.9931161403656006,269.8626228932585,1010.2267673220974,0.9459338188171387,723.9665993679776,1337.6989700374531,0.9966484904289246,409.95918188202245,744.8197565543071,0.8278549909591675,633.971646769663,1374.4181589419477,0.7824297547340393,409.6596295646068,1405.8808813202247,0.9847247004508972,604.2028031367042,1747.5396477059926,0.9619201421737671,436.61326661985026,1748.7647764513108,0.03256329894065857,437.7727791432585,1977.0773349719102,0.08041104674339294,441.5797635767791,1980.5373654026218
32,0.8543408793561599,0.9996206760406494,516.8780723314607,525.9346836961611,0.9999855756759644,553.9422401685393,500.46322711844573,0.999799370765686,481.28533181179773,497.95134012172286,0.9996100664138794,598.9687207397004,561.3808301147004,0.9985244870185852,424.87264454588023,557.1235296699439,0.9819007515907288,712.6811944054307,772.7616602294008,0.983268141746521,344.7281718164794,765.5783298220974,0.9933891296386719,739.7089331694756,1035.3781162219102,0.9936729669570923,268.2353844803371,1010.9322331460675,0.9526396989822388,731.2413682116105,1353.3881963951312,0.9968469738960266,408.6542456694757,743.7018668071162,0.8291963338851929,635.3500994850187,1368.3195809925094,0.7789515852928162,411.5397501170412,1389.9152914325844,0.9771122932434082,603.5742919007491,1756.0896535580525,0.9372262358665466,435.88292954119856,1754.9037336142324,0.033121705055236816,643.2734960205994,2007.76875585206,0.06892895698547363,443.25828066479403,1983.8610428370787
